ticker,event_type,ann_date,eff_date,entry_date,exit_date,entry_price,exit_price,raw_return,net_return,vix_level,holding_days,year
ALGN,addition,2017-06-12,2017-06-19,2017-06-13,2017-06-19,144.3800048828125,149.6999969482422,0.036847152552375334,0.03284715255237533,11.460000038146973,6,2017
HLT,addition,2017-06-12,2017-06-19,2017-06-13,2017-06-19,64.2850570678711,64.66236877441406,0.0058693532175698206,0.0018693532175698205,11.460000038146973,6,2017
BKR,addition,2017-06-30,2017-07-07,2017-07-03,2017-07-07,31.62710952758789,29.84030532836914,-0.05649596899331396,-0.060495968993313956,11.180000305175781,4,2017
RIG,removal,2017-07-19,2017-07-26,2017-07-20,2017-07-26,8.75,8.539999961853027,0.024000004359654017,0.019917868836040055,9.789999961853027,6,2017
PKG,addition,2017-07-19,2017-07-26,2017-07-20,2017-07-26,85.51654052734375,84.23140716552734,-0.015027892310558181,-0.01902789231055818,9.789999961853027,6,2017
AOS,addition,2017-07-19,2017-07-26,2017-07-20,2017-07-26,48.63445281982422,46.506103515625,-0.043762172303739126,-0.04776217230373912,9.789999961853027,6,2017
RMD,addition,2017-07-19,2017-07-26,2017-07-20,2017-07-26,71.34579467773438,71.00749969482422,-0.004741624708761306,-0.008741624708761307,9.789999961853027,6,2017
MUR,removal,2017-07-19,2017-07-26,2017-07-20,2017-07-26,18.976579666137695,18.778295516967773,0.01044888766355221,0.0063667521399382474,9.789999961853027,6,2017
BBBY,removal,2017-07-19,2017-07-26,2017-07-20,2017-07-26,16.549999237060547,16.850000381469727,-0.01812695820174932,-0.022209093725363283,9.789999961853027,6,2017
MGM,addition,2017-07-19,2017-07-26,2017-07-20,2017-07-26,32.103755950927734,32.23701858520508,0.004150998234631569,0.0001509982346315688,9.789999961853027,6,2017
AN,removal,2017-08-01,2017-08-08,2017-08-02,2017-08-08,38.959999084472656,40.0,-0.02669406930098804,-0.030776204824602003,10.09000015258789,6,2017
BHF,addition,2017-08-01,2017-08-08,2017-08-02,2017-08-08,64.88999938964844,56.900001525878906,-0.12313142146591134,-0.12713142146591133,10.09000015258789,6,2017
SBAC,addition,2017-08-25,2017-09-01,2017-08-28,2017-09-01,139.77723693847656,138.4378662109375,-0.009582180595890525,-0.013582180595890525,11.279999732971191,4,2017
DOW,removal,2017-08-25,2017-09-01,2019-03-20,2019-03-20,33.7333869934082,33.7333869934082,-0.0,-0.004,11.279999732971191,0,2017
DD,removal,2017-08-25,2017-09-01,2017-08-28,2017-09-01,32.47751235961914,33.73804473876953,-0.03881246707545469,-0.04286722409119733,11.279999732971191,4,2017
CDNS,addition,2017-09-11,2017-09-18,2017-09-12,2017-09-18,37.54999923706055,38.779998779296875,0.03275631337489779,0.02875631337489779,10.729999542236328,6,2017
NCLH,addition,2017-10-06,2017-10-13,2017-10-09,2017-10-13,58.88999938964844,58.7400016784668,-0.0025470829128248712,-0.006547082912824871,9.649999618530273,4,2017
TTWO,addition,2018-03-12,2018-03-19,2018-03-13,2018-03-19,113.48999786376953,104.5,-0.07921401033561472,-0.08321401033561472,15.779999732971191,6,2018
SIG,removal,2018-03-12,2018-03-19,2018-03-13,2018-03-19,40.5927734375,33.433326721191406,0.17637244538937139,0.1722903098657574,15.779999732971191,6,2018
MSCI,addition,2018-03-28,2018-04-04,2018-03-29,2018-04-04,137.30430603027344,134.759765625,-0.018532123855696168,-0.022532123855696168,22.8700008392334,6,2018
NAVI,removal,2018-05-29,2018-06-05,2018-05-30,2018-06-05,9.705527305603027,10.245875358581543,-0.05567426023999451,-0.059756395763608465,17.020000457763672,6,2018
EVRG,addition,2018-05-29,2018-06-05,2018-05-30,2018-06-05,42.60847854614258,40.52436828613281,-0.04891304104540583,-0.052913041045405826,17.020000457763672,6,2018
BR,addition,2018-06-11,2018-06-18,2018-06-12,2018-06-18,101.47059631347656,101.99303436279297,0.005148664423952143,0.0011486644239521431,12.350000381469727,6,2018
RRC,removal,2018-06-11,2018-06-18,2018-06-12,2018-06-18,15.48703670501709,15.486778259277344,1.6687875457954406e-05,-0.004065447648156009,12.350000381469727,6,2018
CPRT,addition,2018-06-25,2018-07-02,2018-06-26,2018-07-02,14.069999694824219,14.210000038146973,0.009950273373087161,0.005950273373087161,17.329999923706055,6,2018
ANET,addition,2018-08-21,2018-08-28,2018-08-22,2018-08-28,17.334999084472656,19.012500762939453,0.09676964332633697,0.09276964332633697,12.859999656677246,6,2018
ANDV,removal,2018-09-24,2018-10-01,2018-09-25,2018-10-01,157.2899932861328,153.5,0.024095577900103773,0.02001344237648981,12.199999809265137,6,2018
